PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CP,CE,SE
1.98,0.89,1.55,0.36,0.8,0.7,3.7,,,,,,,,,,
1.97,0.88,1.54,0.36,0.79,0.71,3.57,,,,,,,,,,
1.97,0.87,1.53,0.36,0.78,0.71,3.45,,,,,,,,,,
1.97,0.86,1.52,0.35,0.77,0.72,3.32,,,,,,,,,,
1.97,0.85,1.51,0.35,0.77,0.73,3.19,,,,,,,,,,
1.96,0.84,1.5,0.35,0.76,0.73,3.07,,,,,,,,,,
1.96,0.83,1.49,0.34,0.75,0.74,2.94,,,,,,,,,,
1.96,0.82,1.48,0.34,0.74,0.75,2.82,,,,,,,,,,
1.96,0.81,1.47,0.34,0.74,0.75,2.69,2.46,2.21,25.96,25.21,26.27,25.54,1.1,5.48,83.54,92.8
1.95,0.8,1.46,0.33,0.73,0.76,2.57,,,,,,,,,,
1.95,0.79,1.45,0.33,0.72,0.77,2.44,,,,,,,,,,
1.95,0.78,1.44,0.33,0.71,0.77,2.32,,,,,,,,,,
1.94,0.77,1.43,0.33,0.71,0.78,2.2,,,,,,,,,,
1.94,0.76,1.42,0.33,0.7,0.79,2.08,,,,,,,,,,
1.94,0.75,1.41,0.32,0.69,0.79,1.95,,,,,,,,,,
1.93,0.74,1.4,0.32,0.69,0.8,1.83,,,,,,,,,,
1.93,0.73,1.39,0.32,0.68,0.81,1.71,,,,,,,,,,
1.93,0.72,1.38,0.32,0.67,0.81,1.59,,,,,,,,,,
1.92,0.71,1.37,0.32,0.67,0.82,1.47,2.42,2.11,,,,,,,,
1.92,0.7,1.36,0.31,0.66,0.83,1.35,,,,,,,,,,
1.91,0.7,1.35,0.31,0.65,0.84,1.23,,,,,,,,,,
1.91,0.69,1.34,0.31,0.64,0.84,1.11,,,,,,,,,,
1.91,0.68,1.33,0.31,0.64,0.85,1.0,,,,,,,,,,
1.9,0.67,1.32,0.31,0.63,0.86,0.88,,,,,,,,,,
1.9,0.66,1.31,0.31,0.63,0.87,0.76,,,,,,,,,,
1.89,0.65,1.3,0.31,0.62,0.88,0.65,,,,,,,,,,
1.89,0.64,1.29,0.3,0.61,0.88,0.53,,,,,,,,,,
1.88,0.63,1.28,0.3,0.61,0.89,0.42,,,,,,,,,,
1.88,0.62,1.27,0.3,0.6,0.9,0.3,2.38,2.02,,,,,,,,
1.87,0.61,1.26,0.3,0.6,0.91,0.19,,,,,,,,,,
1.87,0.61,1.25,0.3,0.59,0.91,0.08,,,,,,,,,,
1.86,0.6,1.24,0.3,0.58,0.92,-0.03,,,,,,,,,,
1.86,0.59,1.23,0.3,0.58,0.93,-0.14,,,,,,,,,,
1.85,0.58,1.22,0.3,0.57,0.94,-0.25,,,,,,,,,,
1.85,0.57,1.21,0.3,0.57,0.95,-0.36,,,,,,,,,,
1.84,0.56,1.2,0.3,0.56,0.96,-0.47,,,,,,,,,,
1.84,0.55,1.19,0.3,0.56,0.96,-0.58,,,,,,,,,,
1.83,0.55,1.18,0.3,0.55,0.97,-0.69,,,,,,,,,,
1.83,0.54,1.17,0.3,0.54,0.98,-0.79,2.33,1.94,,,,,,,,
1.82,0.53,1.16,0.3,0.54,0.99,-0.9,,,,,,,,,,
1.82,0.52,1.15,0.3,0.53,1.0,-1.0,,,,,,,,,,
1.81,0.51,1.14,0.3,0.53,1.01,-1.11,,,,,,,,,,
1.8,0.51,1.13,0.3,0.52,1.02,-1.21,,,,,,,,,,
1.8,0.5,1.12,0.3,0.52,1.02,-1.31,,,,,,,,,,
1.79,0.49,1.11,0.3,0.52,1.03,-1.41,,,,,,,,,,
1.79,0.48,1.1,0.3,0.51,1.04,-1.51,,,,,,,,,,
1.78,0.47,1.09,0.31,0.51,1.05,-1.61,,,,,,,,,,
1.77,0.47,1.08,0.31,0.5,1.06,-1.71,,,,,,,,,,
1.77,0.46,1.07,0.31,0.5,1.07,-1.81,2.27,1.86,,,,,,,,
1.76,0.45,1.06,0.31,0.49,1.08,-1.9,,,,,,,,,,
1.75,0.44,1.05,0.31,0.49,1.09,-2.0,,,,,,,,,,
1.75,0.44,1.04,0.31,0.48,1.1,-2.09,,,,,,,,,,
1.74,0.43,1.04,0.31,0.48,1.11,-2.19,,,,,,,,,,
1.73,0.42,1.03,0.32,0.48,1.12,-2.28,,,,,,,,,,
1.73,0.41,1.02,0.32,0.47,1.12,-2.37,,,,,,,,,,
1.72,0.41,1.01,0.32,0.47,1.13,-2.46,,,,,,,,,,
1.71,0.4,1.0,0.32,0.47,1.14,-2.55,,,,,,,,,,
1.71,0.39,0.99,0.32,0.46,1.15,-2.64,,,,,,,,,,
1.7,0.39,0.98,0.33,0.46,1.16,-2.73,2.2,1.79,,,,,,,,
1.69,0.38,0.97,0.33,0.46,1.17,-2.82,,,,,,,,,,
1.68,0.37,0.96,0.33,0.45,1.18,-2.9,,,,,,,,,,
1.68,0.36,0.95,0.33,0.45,1.19,-2.99,,,,,,,,,,
1.67,0.36,0.94,0.34,0.45,1.2,-3.07,,,,,,,,,,
1.66,0.35,0.93,0.34,0.44,1.21,-3.15,,,,,,,,,,
1.66,0.34,0.92,0.34,0.44,1.22,-3.23,,,,,,,,,,
1.65,0.34,0.91,0.34,0.44,1.23,-3.31,,,,,,,,,,
1.64,0.33,0.9,0.35,0.43,1.24,-3.39,,,,,,,,,,
1.63,0.33,0.89,0.35,0.43,1.25,-3.47,,,,,,,,,,
1.62,0.32,0.88,0.35,0.43,1.26,-3.55,2.12,1.72,,,,,,,,
1.62,0.31,0.87,0.36,0.43,1.27,-3.63,,,,,,,,,,
1.61,0.31,0.86,0.36,0.43,1.28,-3.7,,,,,,,,,,
1.6,0.3,0.85,0.36,0.42,1.29,-3.77,,,,,,,,,,
1.59,0.29,0.84,0.37,0.42,1.3,-3.85,,,,,,,,,,
1.58,0.29,0.83,0.37,0.42,1.31,-3.92,,,,,,,,,,
1.58,0.28,0.82,0.37,0.42,1.32,-3.99,,,,,,,,,,
1.57,0.28,0.81,0.38,0.42,1.33,-4.06,,,,,,,,,,
1.56,0.27,0.81,0.38,0.41,1.34,-4.13,,,,,,,,,,
1.55,0.27,0.8,0.39,0.41,1.35,-4.19,,,,,,,,,,
1.54,0.26,0.79,0.39,0.41,1.36,-4.26,2.04,1.66,,,,,,,,
1.53,0.26,0.78,0.39,0.41,1.37,-4.32,,,,,,,,,,
1.53,0.25,0.77,0.4,0.41,1.38,-4.39,,,,,,,,,,
1.52,0.24,0.76,0.4,0.41,1.39,-4.45,,,,,,,,,,
1.51,0.24,0.75,0.41,0.41,1.4,-4.51,,,,,,,,,,
1.5,0.23,0.74,0.41,0.4,1.41,-4.57,,,,,,,,,,
1.49,0.23,0.73,0.42,0.4,1.41,-4.63,,,,,,,,,,
1.48,0.22,0.72,0.42,0.4,1.42,-4.69,,,,,,,,,,
1.47,0.22,0.72,0.43,0.4,1.43,-4.74,,,,,,,,,,
1.47,0.22,0.71,0.43,0.4,1.44,-4.8,,,,,,,,,,
1.46,0.21,0.7,0.44,0.4,1.45,-4.85,1.96,1.61,,,,,,,,
1.45,0.21,0.69,0.44,0.4,1.46,-4.91,,,,,,,,,,
1.44,0.2,0.68,0.45,0.4,1.47,-4.96,,,,,,,,,,
1.43,0.2,0.67,0.45,0.4,1.48,-5.01,,,,,,,,,,
1.42,0.19,0.66,0.46,0.4,1.49,-5.06,,,,,,,,,,
1.41,0.19,0.66,0.46,0.4,1.5,-5.11,,,,,,,,,,
1.4,0.18,0.65,0.47,0.4,1.51,-5.15,,,,,,,,,,
1.39,0.18,0.64,0.47,0.4,1.52,-5.2,,,,,,,,,,
1.38,0.18,0.63,0.48,0.4,1.53,-5.24,,,,,,,,,,
1.37,0.17,0.62,0.48,0.4,1.54,-5.28,,,,,,,,,,
1.37,0.17,0.61,0.49,0.4,1.55,-5.33,1.87,1.57,,,,,,,,
1.36,0.17,0.61,0.5,0.4,1.56,-5.37,,,,,,,,,,
1.35,0.16,0.6,0.5,0.4,1.57,-5.41,,,,,,,,,,
1.34,0.16,0.59,0.51,0.4,1.58,-5.44,,,,,,,,,,
1.33,0.16,0.58,0.51,0.4,1.59,-5.48,,,,,,,,,,
1.32,0.15,0.57,0.52,0.41,1.6,-5.52,,,,,,,,,,
1.31,0.15,0.57,0.53,0.41,1.61,-5.55,,,,,,,,,,
1.3,0.15,0.56,0.53,0.41,1.62,-5.58,,,,,,,,,,
1.29,0.14,0.55,0.54,0.41,1.63,-5.62,,,,,,,,,,
1.28,0.14,0.54,0.55,0.41,1.64,-5.65,,,,,,,,,,
1.27,0.14,0.54,0.55,0.41,1.65,-5.68,1.77,1.54,25.27,24.54,25.34,25.75,1.03,5.14,80.19,89.1
1.26,0.13,0.53,0.56,0.41,1.66,-5.7,,,,,,,,,,
1.25,0.13,0.52,0.57,0.42,1.67,-5.73,,,,,,,,,,
1.24,0.13,0.51,0.57,0.42,1.68,-5.76,,,,,,,,,,
1.23,0.13,0.51,0.58,0.42,1.69,-5.78,,,,,,,,,,
1.22,0.13,0.5,0.59,0.42,1.7,-5.8,,,,,,,,,,
1.21,0.12,0.49,0.59,0.42,1.71,-5.83,,,,,,,,,,
1.2,0.12,0.49,0.6,0.43,1.72,-5.85,,,,,,,,,,
1.19,0.12,0.48,0.61,0.43,1.73,-5.87,,,,,,,,,,
1.18,0.12,0.47,0.61,0.43,1.74,-5.89,,,,,,,,,,
1.17,0.12,0.47,0.62,0.43,1.75,-5.9,1.67,1.52,,,,,,,,
1.16,0.11,0.46,0.63,0.43,1.76,-5.92,,,,,,,,,,
1.15,0.11,0.45,0.64,0.44,1.77,-5.93,,,,,,,,,,
1.14,0.11,0.44,0.64,0.44,1.78,-5.95,,,,,,,,,,
1.13,0.11,0.44,0.65,0.44,1.79,-5.96,,,,,,,,,,
1.12,0.11,0.43,0.66,0.45,1.8,-5.97,,,,,,,,,,
1.11,0.11,0.43,0.67,0.45,1.81,-5.98,,,,,,,,,,
1.1,0.11,0.42,0.68,0.45,1.82,-5.99,,,,,,,,,,
1.09,0.1,0.41,0.68,0.46,1.83,-5.99,,,,,,,,,,
1.08,0.1,0.41,0.69,0.46,1.84,-6.0,,,,,,,,,,
1.07,0.1,0.4,0.7,0.46,1.85,-6.0,1.57,1.5,,,,,,,,
1.06,0.1,0.4,0.71,0.47,1.86,-6.01,,,,,,,,,,
1.05,0.1,0.39,0.71,0.47,1.87,-6.01,,,,,,,,,,
1.04,0.1,0.38,0.72,0.47,1.88,-6.01,,,,,,,,,,
1.03,0.1,0.38,0.73,0.48,1.88,-6.01,,,,,,,,,,
1.02,0.1,0.37,0.74,0.48,1.89,-6.01,,,,,,,,,,
1.01,0.1,0.37,0.75,0.48,1.9,-6.01,,,,,,,,,,
1.0,0.1,0.36,0.76,0.49,1.91,-6.0,,,,,,,,,,
0.99,0.1,0.36,0.76,0.49,1.92,-6.0,,,,,,,,,,
0.98,0.1,0.35,0.77,0.5,1.93,-5.99,,,,,,,,,,
0.97,0.1,0.34,0.78,0.5,1.94,-5.98,1.47,1.5,,,,,,,,
0.96,0.1,0.34,0.79,0.51,1.95,-5.97,,,,,,,,,,
0.95,0.1,0.33,0.8,0.51,1.96,-5.96,,,,,,,,,,
0.94,0.1,0.33,0.81,0.52,1.97,-5.95,,,,,,,,,,
0.93,0.1,0.32,0.82,0.52,1.97,-5.94,,,,,,,,,,
0.92,0.1,0.32,0.82,0.52,1.98,-5.93,,,,,,,,,,
0.91,0.1,0.32,0.83,0.53,1.99,-5.91,,,,,,,,,,
0.9,0.1,0.31,0.84,0.53,2.0,-5.9,,,,,,,,,,
0.89,0.11,0.31,0.85,0.54,2.01,-5.88,,,,,,,,,,
0.88,0.11,0.3,0.86,0.54,2.02,-5.86,,,,,,,,,,
0.87,0.11,0.3,0.87,0.55,2.03,-5.84,1.37,1.51,,,,,,,,
0.86,0.11,0.29,0.88,0.56,2.04,-5.82,,,,,,,,,,
0.85,0.11,0.29,0.89,0.56,2.04,-5.8,,,,,,,,,,
0.84,0.11,0.28,0.9,0.57,2.05,-5.78,,,,,,,,,,
0.84,0.11,0.28,0.91,0.57,2.06,-5.76,,,,,,,,,,
0.83,0.12,0.28,0.92,0.58,2.07,-5.73,,,,,,,,,,
0.82,0.12,0.27,0.92,0.58,2.08,-5.7,,,,,,,,,,
0.81,0.12,0.27,0.93,0.59,2.08,-5.68,,,,,,,,,,
0.8,0.12,0.27,0.94,0.59,2.09,-5.65,,,,,,,,,,
0.79,0.12,0.26,0.95,0.6,2.1,-5.62,,,,,,,,,,
0.78,0.13,0.26,0.96,0.61,2.11,-5.59,1.28,1.53,,,,,,,,
0.77,0.13,0.26,0.97,0.61,2.12,-5.56,,,,,,,,,,
0.76,0.13,0.25,0.98,0.62,2.12,-5.53,,,,,,,,,,
0.75,0.13,0.25,0.99,0.63,2.13,-5.49,,,,,,,,,,
0.74,0.14,0.25,1.0,0.63,2.14,-5.46,,,,,,,,,,
0.73,0.14,0.24,1.01,0.64,2.15,-5.42,,,,,,,,,,
0.72,0.14,0.24,1.02,0.64,2.16,-5.38,,,,,,,,,,
0.71,0.14,0.24,1.03,0.65,2.16,-5.35,,,,,,,,,,
0.7,0.15,0.23,1.04,0.66,2.17,-5.31,,,,,,,,,,
0.69,0.15,0.23,1.05,0.66,2.18,-5.27,,,,,,,,,,
0.68,0.15,0.23,1.06,0.67,2.19,-5.23,1.18,1.55,,,,,,,,
0.67,0.16,0.23,1.07,0.68,2.19,-5.18,,,,,,,,,,
0.66,0.16,0.23,1.08,0.69,2.2,-5.14,,,,,,,,,,
0.65,0.16,0.22,1.09,0.69,2.21,-5.1,,,,,,,,,,
0.64,0.17,0.22,1.1,0.7,2.21,-5.05,,,,,,,,,,
0.63,0.17,0.22,1.11,0.71,2.22,-5.01,,,,,,,,,,
0.62,0.17,0.22,1.12,0.71,2.23,-4.96,,,,,,,,,,
0.61,0.18,0.22,1.13,0.72,2.23,-4.91,,,,,,,,,,
0.61,0.18,0.21,1.14,0.73,2.24,-4.86,,,,,,,,,,
0.6,0.19,0.21,1.15,0.74,2.25,-4.81,,,,,,,,,,
0.59,0.19,0.21,1.16,0.74,2.25,-4.76,1.09,1.59,,,,,,,,
0.58,0.19,0.21,1.17,0.75,2.26,-4.71,,,,,,,,,,
0.57,0.2,0.21,1.18,0.76,2.27,-4.65,,,,,,,,,,
0.56,0.2,0.21,1.19,0.77,2.27,-4.6,,,,,,,,,,
0.55,0.21,0.21,1.2,0.77,2.28,-4.55,,,,,,,,,,
0.54,0.21,0.2,1.21,0.78,2.29,-4.49,,,,,,,,,,
0.53,0.22,0.2,1.21,0.79,2.29,-4.43,,,,,,,,,,
0.52,0.22,0.2,1.22,0.8,2.3,-4.38,,,,,,,,,,
0.52,0.23,0.2,1.23,0.81,2.3,-4.32,,,,,,,,,,
0.51,0.23,0.2,1.24,0.81,2.31,-4.26,,,,,,,,,,
0.5,0.24,0.2,1.25,0.82,2.32,-4.2,1.0,1.64,,,,,,,,
0.49,0.24,0.2,1.26,0.83,2.32,-4.14,,,,,,,,,,
0.48,0.25,0.2,1.27,0.84,2.33,-4.07,,,,,,,,,,
0.47,0.25,0.2,1.28,0.85,2.33,-4.01,,,,,,,,,,
0.46,0.26,0.2,1.29,0.86,2.34,-3.95,,,,,,,,,,
0.46,0.26,0.2,1.3,0.86,2.34,-3.88,,,,,,,,,,
0.45,0.27,0.2,1.31,0.87,2.35,-3.82,,,,,,,,,,
0.44,0.27,0.2,1.32,0.88,2.35,-3.75,,,,,,,,,,
0.43,0.28,0.2,1.33,0.89,2.36,-3.68,,,,,,,,,,
0.42,0.28,0.2,1.34,0.9,2.36,-3.61,,,,,,,,,,
0.41,0.29,0.2,1.35,0.91,2.37,-3.54,0.91,1.69,,,,,,,,
0.41,0.3,0.2,1.36,0.92,2.37,-3.48,,,,,,,,,,
0.4,0.3,0.2,1.37,0.92,2.38,-3.4,,,,,,,,,,
0.39,0.31,0.2,1.38,0.93,2.38,-3.33,,,,,,,,,,
0.38,0.31,0.2,1.39,0.94,2.39,-3.26,,,,,,,,,,
0.37,0.32,0.21,1.4,0.95,2.39,-3.19,,,,,,,,,,
0.37,0.33,0.21,1.41,0.96,2.4,-3.11,,,,,,,,,,
0.36,0.33,0.21,1.42,0.97,2.4,-3.04,,,,,,,,,,
0.35,0.34,0.21,1.43,0.98,2.41,-2.96,,,,,,,,,,
0.34,0.35,0.21,1.44,0.99,2.41,-2.89,,,,,,,,,,
0.34,0.35,0.21,1.45,1.0,2.41,-2.81,0.84,1.75,24.34,24.75,25.01,26.65,0.93,4.67,81.26,86.24
0.33,0.36,0.21,1.46,1.01,2.42,-2.73,,,,,,,,,,
0.32,0.37,0.22,1.47,1.01,2.42,-2.66,,,,,,,,,,
0.31,0.37,0.22,1.48,1.02,2.43,-2.58,,,,,,,,,,
0.31,0.38,0.22,1.49,1.03,2.43,-2.5,,,,,,,,,,
0.3,0.39,0.22,1.5,1.04,2.43,-2.42,,,,,,,,,,
0.29,0.39,0.22,1.51,1.05,2.44,-2.34,,,,,,,,,,
0.29,0.4,0.23,1.52,1.06,2.44,-2.25,,,,,,,,,,
0.28,0.41,0.23,1.53,1.07,2.44,-2.17,,,,,,,,,,
0.27,0.41,0.23,1.54,1.08,2.45,-2.09,,,,,,,,,,
0.27,0.42,0.23,1.55,1.09,2.45,-2.01,0.77,1.82,,,,,,,,
0.26,0.43,0.23,1.56,1.1,2.45,-1.92,,,,,,,,,,
0.25,0.44,0.24,1.57,1.11,2.46,-1.84,,,,,,,,,,
0.24,0.44,0.24,1.58,1.12,2.46,-1.75,,,,,,,,,,
0.24,0.45,0.24,1.59,1.13,2.46,-1.66,,,,,,,,,,
0.23,0.46,0.25,1.6,1.14,2.46,-1.58,,,,,,,,,,
0.23,0.47,0.25,1.61,1.15,2.47,-1.49,,,,,,,,,,
0.22,0.48,0.25,1.62,1.16,2.47,-1.4,,,,,,,,,,
0.21,0.48,0.26,1.63,1.17,2.47,-1.31,,,,,,,,,,
0.21,0.49,0.26,1.64,1.18,2.47,-1.22,,,,,,,,,,
0.2,0.5,0.26,1.65,1.19,2.48,-1.13,0.7,1.9,,,,,,,,
0.2,0.51,0.27,1.66,1.2,2.48,-1.04,,,,,,,,,,
0.19,0.51,0.27,1.67,1.21,2.48,-0.95,,,,,,,,,,
0.18,0.52,0.27,1.68,1.22,2.48,-0.86,,,,,,,,,,
0.18,0.53,0.28,1.68,1.22,2.48,-0.77,,,,,,,,,,
0.17,0.54,0.28,1.69,1.23,2.49,-0.68,,,,,,,,,,
0.17,0.55,0.28,1.7,1.24,2.49,-0.58,,,,,,,,,,
0.16,0.56,0.29,1.71,1.25,2.49,-0.49,,,,,,,,,,
0.16,0.56,0.29,1.72,1.26,2.49,-0.4,,,,,,,,,,
0.15,0.57,0.3,1.73,1.27,2.49,-0.3,,,,,,,,,,
0.14,0.58,0.3,1.74,1.28,2.49,-0.21,0.64,1.98,,,,,,,,
0.14,0.59,0.31,1.75,1.29,2.49,-0.11,,,,,,,,,,
0.13,0.6,0.31,1.76,1.3,2.5,-0.01,,,,,,,,,,
0.13,0.61,0.32,1.77,1.31,2.5,0.08,,,,,,,,,,
0.12,0.62,0.32,1.77,1.32,2.5,0.18,,,,,,,,,,
0.12,0.62,0.32,1.78,1.33,2.5,0.28,,,,,,,,,,
0.12,0.63,0.33,1.79,1.34,2.5,0.37,,,,,,,,,,
0.11,0.64,0.33,1.8,1.35,2.5,0.47,,,,,,,,,,
0.11,0.65,0.34,1.81,1.36,2.5,0.57,,,,,,,,,,
0.1,0.66,0.34,1.82,1.37,2.5,0.67,,,,,,,,,,
0.1,0.67,0.35,1.83,1.38,2.5,0.77,0.6,2.07,,,,,,,,
0.09,0.68,0.36,1.84,1.39,2.5,0.87,,,,,,,,,,
0.09,0.69,0.36,1.84,1.4,2.5,0.97,,,,,,,,,,
0.08,0.7,0.37,1.85,1.41,2.5,1.07,,,,,,,,,,
0.08,0.71,0.37,1.86,1.42,2.5,1.17,,,,,,,,,,
0.08,0.72,0.38,1.87,1.43,2.5,1.27,,,,,,,,,,
0.07,0.72,0.38,1.88,1.44,2.5,1.38,,,,,,,,,,
0.07,0.73,0.39,1.88,1.45,2.5,1.48,,,,,,,,,,
0.07,0.74,0.39,1.89,1.46,2.5,1.58,,,,,,,,,,
0.06,0.75,0.4,1.9,1.47,2.5,1.68,,,,,,,,,,
0.06,0.76,0.41,1.91,1.48,2.5,1.79,0.56,2.16,,,,,,,,
0.06,0.77,0.41,1.92,1.49,2.5,1.89,,,,,,,,,,
0.05,0.78,0.42,1.92,1.5,2.49,2.0,,,,,,,,,,
0.05,0.79,0.43,1.93,1.51,2.49,2.1,,,,,,,,,,
0.05,0.8,0.43,1.94,1.52,2.49,2.2,,,,,,,,,,
0.04,0.81,0.44,1.95,1.53,2.49,2.31,,,,,,,,,,
0.04,0.82,0.44,1.96,1.54,2.49,2.41,,,,,,,,,,
0.04,0.83,0.45,1.96,1.55,2.49,2.52,,,,,,,,,,
0.03,0.84,0.46,1.97,1.56,2.49,2.63,,,,,,,,,,
0.03,0.85,0.46,1.98,1.57,2.48,2.73,,,,,,,,,,
0.03,0.86,0.47,1.99,1.58,2.48,2.84,0.53,2.26,,,,,,,,
0.03,0.87,0.48,1.99,1.59,2.48,2.94,,,,,,,,,,
0.03,0.88,0.49,2.0,1.6,2.48,3.05,,,,,,,,,,
0.02,0.89,0.49,2.01,1.61,2.48,3.16,,,,,,,,,,
0.02,0.9,0.5,2.01,1.62,2.48,3.27,,,,,,,,,,
0.02,0.91,0.51,2.02,1.63,2.47,3.37,,,,,,,,,,
0.02,0.92,0.51,2.03,1.64,2.47,3.48,,,,,,,,,,
0.02,0.93,0.52,2.03,1.65,2.47,3.59,,,,,,,,,,
0.01,0.94,0.53,2.04,1.66,2.47,3.7,,,,,,,,,,
0.01,0.95,0.54,2.05,1.67,2.46,3.8,,,,,,,,,,
0.01,0.96,0.54,2.05,1.68,2.46,3.91,0.51,2.36,,,,,,,,
0.01,0.97,0.55,2.06,1.69,2.46,4.02,,,,,,,,,,
0.01,0.98,0.56,2.07,1.7,2.45,4.13,,,,,,,,,,
0.01,0.99,0.57,2.07,1.71,2.45,4.24,,,,,,,,,,
0.01,1.0,0.57,2.08,1.72,2.45,4.35,,,,,,,,,,
0.0,1.01,0.58,2.09,1.73,2.44,4.46,,,,,,,,,,
0.0,1.01,0.59,2.09,1.74,2.44,4.57,,,,,,,,,,
0.0,1.02,0.6,2.1,1.75,2.44,4.68,,,,,,,,,,
0.0,1.03,0.61,2.1,1.76,2.43,4.79,,,,,,,,,,
0.0,1.04,0.61,2.11,1.77,2.43,4.89,,,,,,,,,,
0.0,1.05,0.62,2.12,1.77,2.43,5.0,0.5,2.45,,,,,,,,
0.0,1.06,0.63,2.12,1.78,2.42,5.11,,,,,,,,,,
0.0,1.07,0.64,2.13,1.79,2.42,5.22,,,,,,,,,,
0.0,1.08,0.65,2.13,1.8,2.42,5.33,,,,,,,,,,
0.0,1.09,0.66,2.14,1.81,2.41,5.44,,,,,,,,,,
0.0,1.1,0.66,2.14,1.82,2.41,5.55,,,,,,,,,,
0.0,1.11,0.67,2.15,1.83,2.4,5.66,,,,,,,,,,
0.0,1.12,0.68,2.15,1.84,2.4,5.77,,,,,,,,,,
0.0,1.13,0.69,2.16,1.85,2.39,5.88,,,,,,,,,,
0.0,1.14,0.7,2.16,1.86,2.39,5.99,,,,,,,,,,
0.0,1.15,0.71,2.17,1.87,2.39,6.1,0.5,2.55,,,,,,,,
0.0,1.16,0.72,2.17,1.87,2.38,6.21,,,,,,,,,,
0.0,1.17,0.72,2.18,1.88,2.38,6.32,,,,,,,,,,
0.0,1.18,0.73,2.18,1.89,2.37,6.43,,,,,,,,,,
0.0,1.19,0.74,2.19,1.9,2.37,6.54,,,,,,,,,,
0.01,1.2,0.75,2.19,1.91,2.36,6.65,,,,,,,,,,
0.01,1.21,0.76,2.2,1.92,2.36,6.76,,,,,,,,,,
0.01,1.22,0.77,2.2,1.93,2.35,6.87,,,,,,,,,,
0.01,1.23,0.78,2.21,1.93,2.35,6.98,,,,,,,,,,
0.01,1.24,0.79,2.21,1.94,2.34,7.09,,,,,,,,,,
0.01,1.25,0.8,2.21,1.95,2.33,7.2,0.51,2.65,24.01,25.65,25.6,27.41,0.9,4.51,85.77,86.83
0.01,1.26,0.81,2.22,1.96,2.33,7.31,,,,,,,,,,
0.02,1.27,0.81,2.22,1.97,2.32,7.42,,,,,,,,,,
0.02,1.28,0.82,2.23,1.98,2.32,7.53,,,,,,,,,,
0.02,1.29,0.83,2.23,1.98,2.31,7.64,,,,,,,,,,
0.02,1.3,0.84,2.23,1.99,2.31,7.75,,,,,,,,,,
0.02,1.31,0.85,2.24,2.0,2.3,7.86,,,,,,,,,,
0.03,1.32,0.86,2.24,2.01,2.29,7.97,,,,,,,,,,
0.03,1.33,0.87,2.24,2.02,2.29,8.08,,,,,,,,,,
0.03,1.34,0.88,2.25,2.02,2.28,8.19,,,,,,,,,,
0.03,1.35,0.89,2.25,2.03,2.28,8.3,0.53,2.75,,,,,,,,
0.03,1.36,0.9,2.25,2.04,2.27,8.41,,,,,,,,,,
0.04,1.37,0.91,2.26,2.05,2.26,8.51,,,,,,,,,,
0.04,1.38,0.92,2.26,2.05,2.26,8.62,,,,,,,,,,
0.04,1.39,0.93,2.26,2.06,2.25,8.73,,,,,,,,,,
0.05,1.4,0.94,2.26,2.07,2.24,8.84,,,,,,,,,,
0.05,1.41,0.95,2.27,2.08,2.24,8.95,,,,,,,,,,
0.05,1.42,0.96,2.27,2.08,2.23,9.05,,,,,,,,,,
0.06,1.43,0.97,2.27,2.09,2.22,9.16,,,,,,,,,,
0.06,1.44,0.98,2.27,2.1,2.22,9.27,,,,,,,,,,
0.06,1.45,0.99,2.28,2.11,2.21,9.37,0.56,2.85,,,,,,,,
0.07,1.46,1.0,2.28,2.11,2.2,9.48,,,,,,,,,,
0.07,1.47,1.01,2.28,2.12,2.19,9.59,,,,,,,,,,
0.07,1.48,1.02,2.28,2.13,2.19,9.69,,,,,,,,,,
0.08,1.48,1.02,2.28,2.13,2.18,9.8,,,,,,,,,,
0.08,1.49,1.03,2.29,2.14,2.17,9.91,,,,,,,,,,
0.08,1.5,1.04,2.29,2.15,2.16,10.01,,,,,,,,,,
0.09,1.51,1.05,2.29,2.15,2.16,10.12,,,,,,,,,,
0.09,1.52,1.06,2.29,2.16,2.15,10.22,,,,,,,,,,
0.1,1.53,1.07,2.29,2.17,2.14,10.32,,,,,,,,,,
0.1,1.54,1.08,2.29,2.17,2.13,10.43,0.6,2.94,,,,,,,,
0.11,1.55,1.09,2.29,2.18,2.13,10.53,,,,,,,,,,
0.11,1.56,1.1,2.3,2.19,2.12,10.64,,,,,,,,,,
0.12,1.57,1.11,2.3,2.19,2.11,10.74,,,,,,,,,,
0.12,1.57,1.12,2.3,2.2,2.1,10.84,,,,,,,,,,
0.12,1.58,1.13,2.3,2.2,2.09,10.94,,,,,,,,,,
0.13,1.59,1.14,2.3,2.21,2.09,11.05,,,,,,,,,,
0.13,1.6,1.15,2.3,2.22,2.08,11.15,,,,,,,,,,
0.14,1.61,1.16,2.3,2.22,2.07,11.25,,,,,,,,,,
0.14,1.62,1.17,2.3,2.23,2.06,11.35,,,,,,,,,,
0.15,1.63,1.18,2.3,2.23,2.05,11.45,0.65,3.03,,,,,,,,
0.16,1.64,1.19,2.3,2.24,2.05,11.55,,,,,,,,,,
0.16,1.64,1.2,2.3,2.24,2.04,11.65,,,,,,,,,,
0.17,1.65,1.21,2.3,2.25,2.03,11.75,,,,,,,,,,
0.17,1.66,1.22,2.3,2.25,2.02,11.85,,,,,,,,,,
